customer_id,signup_date,region,contract_type,payment_method,internet_service,tenure_months,monthly_charges,total_charges,support_calls,churned,churn_reason
CUST-009346,2024-09-14,South,Two year,Credit card,DSL,3,62.59,187.77,1,0,
CUST-009347,2023-05-30,South,Month-to-month,Bank transfer,DSL,27,62.47,1686.69,2,1,Frequent service outages
CUST-009348,2023-03-21,South,One year,Bank transfer,Fiber optic,21,43.11,905.31,3,1,Poor customer service
CUST-009349,2022-10-09,West,Month-to-month,Electronic check,DSL,3,72.18,216.54,2,1,Competitor offered better deal
CUST-009350,2023-11-24,Midwest,Month-to-month,Bank transfer,Fiber optic,20,49.12,982.4,2,0,
CUST-009351,2025-10-28,West,Month-to-month,Credit card,No internet,27,94.06,2539.62,0,0,
CUST-009352,2022-06-04,West,Month-to-month,Electronic check,No internet,6,55.43,332.58,0,1,Frequent service outages
CUST-009353,2022-02-22,South,Month-to-month,Mailed check,DSL,3,63.78,191.34,0,0,
CUST-009354,2022-05-23,West,One year,Credit card,Fiber optic,9,140.12,1261.08,0,0,
CUST-009355,2024-01-22,West,Month-to-month,Mailed check,No internet,12,63.55,762.6,1,0,
CUST-009356,2025-06-11,West,Month-to-month,Credit card,Fiber optic,10,60.89,608.9,3,0,
CUST-009357,2024-07-21,South,One year,Mailed check,Fiber optic,23,84.55,1944.65,2,1,Competitor offered better deal
CUST-009358,2024-02-27,West,Month-to-month,Electronic check,Fiber optic,6,39.6,237.6,4,1,Price too high
CUST-009359,2024-09-17,South,Month-to-month,Credit card,Fiber optic,6,104.61,627.66,1,0,
CUST-009360,2023-11-08,Northeast,Month-to-month,Electronic check,No internet,20,96.36,1927.2,0,0,
CUST-009361,2025-11-18,Northeast,One year,Bank transfer,Fiber optic,27,82.92,2238.84,0,0,
CUST-009362,2023-10-01,Midwest,One year,Electronic check,DSL,28,25.0,700.0,1,0,
CUST-009363,2025-03-23,South,Two year,Bank transfer,DSL,13,64.52,838.76,1,1,Moving / relocation
CUST-009364,2025-10-24,West,Month-to-month,Electronic check,DSL,2,46.65,93.3,1,0,
CUST-009365,2023-10-24,Northeast,Month-to-month,Credit card,Fiber optic,25,100.46,2511.5,4,0,
CUST-009366,2023-09-10,Midwest,Month-to-month,Credit card,Fiber optic,46,98.18,4516.28,0,0,
CUST-009367,2024-08-03,South,Two year,Electronic check,No internet,25,79.37,1984.25,0,0,
CUST-009368,2023-01-16,Midwest,Month-to-month,Mailed check,Fiber optic,14,47.7,667.8,0,0,
CUST-009369,2025-02-01,South,One year,Bank transfer,Fiber optic,29,113.09,3279.61,0,1,Poor customer service
CUST-009370,2022-05-20,Midwest,Month-to-month,Credit card,DSL,7,64.46,451.22,1,0,
CUST-009371,2024-10-09,Midwest,One year,Mailed check,DSL,24,124.93,2998.32,2,0,
CUST-009372,2025-03-20,Northeast,Month-to-month,Credit card,DSL,1,76.32,76.32,0,1,Price too high
CUST-009373,2023-04-14,South,Month-to-month,Credit card,Fiber optic,2,82.45,164.9,1,1,Frequent service outages
CUST-009374,2025-10-12,Northeast,Month-to-month,Bank transfer,Fiber optic,21,60.5,1270.5,1,1,Price too high
CUST-009375,2025-11-06,Northeast,One year,Mailed check,Fiber optic,21,109.97,2309.37,3,1,Competitor offered better deal
CUST-009376,2025-09-19,Midwest,Month-to-month,Bank transfer,DSL,33,85.17,2810.61,1,0,
CUST-009377,2022-03-21,West,One year,Bank transfer,No internet,24,111.24,2669.76,1,0,
CUST-009378,2022-09-05,South,One year,Bank transfer,DSL,5,74.2,371.0,1,0,
CUST-009379,2024-04-08,Midwest,Month-to-month,Electronic check,DSL,1,69.06,69.06,1,1,Poor customer service
CUST-009380,2024-07-30,South,Month-to-month,Bank transfer,DSL,8,84.81,678.48,1,0,
CUST-009381,2024-07-08,West,Month-to-month,Credit card,DSL,1,111.23,111.23,2,0,
CUST-009382,2024-02-17,West,One year,Bank transfer,DSL,22,97.06,2135.32,3,0,
CUST-009383,2022-08-04,West,Month-to-month,Bank transfer,DSL,3,73.28,219.84,0,1,Price too high
CUST-009384,2023-08-20,South,Month-to-month,Mailed check,DSL,9,38.69,348.21,2,1,Poor customer service
CUST-009385,2023-12-16,South,Month-to-month,Electronic check,Fiber optic,21,90.86,1908.06,3,1,Competitor offered better deal
CUST-009386,2025-04-04,South,One year,Electronic check,DSL,36,44.24,1592.64,2,0,
CUST-009387,2025-06-02,Northeast,One year,Mailed check,Fiber optic,33,70.9,2339.7,0,1,Poor customer service
CUST-009388,2025-08-06,South,Month-to-month,Bank transfer,DSL,3,67.56,202.68,0,1,Moving / relocation
CUST-009389,2025-09-17,Midwest,One year,Credit card,DSL,31,44.54,1380.74,1,0,
CUST-009390,2022-07-18,South,One year,Electronic check,DSL,27,78.98,2132.46,2,0,
CUST-009391,2025-08-22,South,Month-to-month,Mailed check,Fiber optic,17,139.68,2374.56,1,1,Moving / relocation
CUST-009392,2022-01-08,Midwest,One year,Credit card,DSL,19,63.43,1205.17,2,0,
CUST-009393,2022-04-04,West,Two year,Electronic check,Fiber optic,31,89.58,2776.98,1,0,
CUST-009394,2022-10-13,West,Two year,Credit card,DSL,23,148.98,3426.54,2,0,
CUST-009395,2022-07-04,South,One year,Bank transfer,Fiber optic,12,92.39,1108.68,3,0,
CUST-009396,2025-03-28,West,One year,Credit card,DSL,21,57.03,1197.63,1,0,
CUST-009397,2023-04-14,West,Month-to-month,Bank transfer,No internet,4,75.63,302.52,2,0,
CUST-009398,2025-08-31,Midwest,One year,Credit card,Fiber optic,8,81.77,654.16,2,0,
CUST-009399,2024-07-27,South,One year,Bank transfer,DSL,16,110.92,1774.72,5,0,
CUST-009400,2024-09-21,West,Two year,Electronic check,DSL,11,103.39,1137.29,2,0,
CUST-009401,2022-08-24,Northeast,Two year,Credit card,DSL,17,28.89,491.13,3,0,
CUST-009402,2022-01-26,South,Month-to-month,Electronic check,No internet,4,53.3,213.2,0,1,Price too high
CUST-009403,2022-06-25,Midwest,Two year,Bank transfer,Fiber optic,30,68.55,2056.5,3,0,
CUST-009404,2024-04-25,Midwest,Month-to-month,Mailed check,Fiber optic,6,50.66,303.96,2,1,Moving / relocation
CUST-009405,2025-08-05,Northeast,One year,Credit card,DSL,11,25.0,275.0,0,0,
CUST-009406,2023-09-06,Midwest,One year,Credit card,DSL,25,55.58,1389.5,1,0,
CUST-009407,2024-03-01,West,Month-to-month,Credit card,DSL,1,70.02,70.02,1,1,Competitor offered better deal
CUST-009408,2025-02-15,Northeast,Two year,Electronic check,DSL,14,59.26,829.64,0,0,
CUST-009409,2022-09-30,Midwest,Month-to-month,Credit card,DSL,19,50.96,968.24,5,1,Poor customer service
CUST-009410,2025-01-04,West,One year,Credit card,Fiber optic,10,71.04,710.4,0,0,
CUST-009411,2024-09-08,Northeast,Month-to-month,Mailed check,Fiber optic,16,78.24,1251.84,0,0,
CUST-009412,2022-10-18,West,Month-to-month,Electronic check,No internet,7,60.34,422.38,1,1,Frequent service outages
CUST-009413,2023-07-20,West,One year,Mailed check,Fiber optic,21,108.74,2283.54,1,0,
CUST-009414,2023-04-08,West,One year,Electronic check,DSL,7,71.41,499.87,0,1,Frequent service outages
CUST-009415,2025-11-29,West,Two year,Bank transfer,DSL,29,53.04,1538.16,2,0,
CUST-009416,2022-11-12,West,Two year,Electronic check,Fiber optic,31,48.92,1516.52,0,0,
CUST-009417,2025-10-08,Midwest,Two year,Mailed check,DSL,32,65.49,2095.68,2,1,Moving / relocation
CUST-009418,2024-02-11,West,Two year,Bank transfer,Fiber optic,13,100.11,1301.43,3,0,
CUST-009419,2022-03-23,South,Month-to-month,Bank transfer,No internet,6,53.86,323.16,2,1,Price too high
CUST-009420,2022-04-30,Northeast,Two year,Credit card,DSL,25,84.83,2120.75,2,0,
CUST-009421,2022-06-30,West,Two year,Electronic check,Fiber optic,28,72.26,2023.28,2,0,
CUST-009422,2024-05-17,Northeast,Two year,Bank transfer,DSL,40,132.67,5306.8,1,0,
CUST-009423,2025-07-31,Northeast,Two year,Credit card,DSL,25,79.43,1985.75,0,0,
CUST-009424,2023-12-01,Northeast,One year,Mailed check,Fiber optic,18,56.07,1009.26,1,0,
CUST-009425,2023-07-12,Midwest,Month-to-month,Bank transfer,Fiber optic,4,88.73,354.92,0,1,Price too high
CUST-009426,2024-03-30,Midwest,Two year,Credit card,DSL,42,89.69,3766.98,0,0,
CUST-009427,2022-11-12,Midwest,One year,Bank transfer,DSL,21,61.74,1296.54,0,1,Frequent service outages
CUST-009428,2025-05-09,West,One year,Credit card,Fiber optic,39,48.3,1883.7,2,1,Frequent service outages
CUST-009429,2023-04-26,West,Month-to-month,Credit card,DSL,32,83.22,2663.04,0,0,
CUST-009430,2023-12-14,Midwest,Month-to-month,Electronic check,DSL,1,71.54,71.54,2,0,
CUST-009431,2022-10-24,South,Month-to-month,Credit card,No internet,5,43.15,215.75,0,0,
CUST-009432,2025-02-23,West,Month-to-month,Bank transfer,DSL,14,76.05,1064.7,4,1,Frequent service outages
CUST-009433,2024-07-11,Northeast,Month-to-month,Credit card,Fiber optic,12,57.18,686.16,1,0,
CUST-009434,2025-09-28,Midwest,Month-to-month,Bank transfer,DSL,13,43.16,561.08,2,0,
CUST-009435,2025-04-13,Midwest,Month-to-month,Credit card,DSL,31,62.63,1941.53,4,1,Frequent service outages
CUST-009436,2022-05-13,Midwest,One year,Mailed check,Fiber optic,5,105.69,528.45,1,1,Competitor offered better deal
CUST-009437,2024-06-20,Northeast,Month-to-month,Bank transfer,Fiber optic,5,103.19,515.95,2,1,Poor customer service
CUST-009438,2022-04-23,West,Two year,Credit card,DSL,37,94.91,3511.67,2,0,
CUST-009439,2024-08-31,Northeast,Month-to-month,Credit card,No internet,5,76.41,382.05,2,0,
CUST-009440,2022-09-27,Midwest,Month-to-month,Electronic check,Fiber optic,1,84.83,84.83,1,0,
CUST-009441,2022-11-13,Northeast,Month-to-month,Electronic check,Fiber optic,3,72.35,217.05,1,0,
CUST-009442,2024-11-28,Midwest,Month-to-month,Credit card,DSL,33,49.22,1624.26,1,0,
CUST-009443,2022-12-11,Northeast,Month-to-month,Bank transfer,No internet,14,52.47,734.58,2,0,
CUST-009444,2024-07-18,Northeast,One year,Electronic check,DSL,40,57.73,2309.2,1,0,
CUST-009445,2022-10-14,South,Month-to-month,Bank transfer,Fiber optic,2,109.78,219.56,2,0,
CUST-009446,2024-05-30,South,One year,Credit card,No internet,20,98.94,1978.8,0,1,Competitor offered better deal
CUST-009447,2025-12-05,Midwest,Month-to-month,Credit card,DSL,3,49.62,148.86,3,1,Price too high
CUST-009448,2024-09-10,West,Month-to-month,Mailed check,DSL,18,71.31,1283.58,3,0,
CUST-009449,2022-11-05,West,Two year,Credit card,Fiber optic,15,61.63,924.45,0,0,
CUST-009450,2023-11-01,South,Month-to-month,Bank transfer,Fiber optic,6,66.71,400.26,3,0,
CUST-009451,2022-12-12,Midwest,One year,Mailed check,DSL,44,59.05,2598.2,2,0,
CUST-009452,2023-03-01,West,One year,Credit card,DSL,25,109.93,2748.25,2,0,
CUST-009453,2023-09-17,Midwest,Month-to-month,Electronic check,DSL,4,69.68,278.72,1,0,
CUST-009454,2022-09-28,South,One year,Mailed check,No internet,12,75.13,901.56,1,0,
CUST-009455,2023-01-17,South,Two year,Electronic check,DSL,14,75.32,1054.48,3,0,
CUST-009456,2025-10-04,South,Month-to-month,Electronic check,DSL,13,50.46,655.98,2,1,Price too high
CUST-009457,2024-11-09,South,Month-to-month,Mailed check,DSL,5,72.58,362.9,3,1,Frequent service outages
CUST-009458,2022-12-29,South,Two year,Credit card,Fiber optic,30,98.49,2954.7,2,0,
CUST-009459,2022-01-30,West,Two year,Mailed check,Fiber optic,36,112.31,4043.16,5,0,
CUST-009460,2023-05-14,South,Two year,Bank transfer,DSL,30,48.56,1456.8,0,0,
CUST-009461,2022-08-25,South,One year,Electronic check,Fiber optic,12,43.12,517.44,1,1,Price too high
CUST-009462,2024-11-19,Midwest,One year,Credit card,No internet,15,71.51,1072.65,2,1,Price too high
CUST-009463,2023-09-23,South,One year,Bank transfer,DSL,9,99.98,899.82,1,0,
CUST-009464,2025-01-01,Northeast,Month-to-month,Credit card,Fiber optic,19,78.65,1494.35,1,1,Price too high
CUST-009465,2025-04-23,Midwest,Month-to-month,Mailed check,Fiber optic,9,87.16,784.44,2,0,
CUST-009466,2024-02-11,South,One year,Bank transfer,DSL,25,45.36,1134.0,2,0,
CUST-009467,2025-01-28,South,Month-to-month,Electronic check,DSL,19,58.38,1109.22,0,0,
CUST-009468,2024-01-27,Northeast,One year,Electronic check,DSL,9,34.72,312.48,2,0,
CUST-009469,2024-08-02,Northeast,Month-to-month,Bank transfer,Fiber optic,1,66.98,66.98,2,1,Price too high
CUST-009470,2025-11-13,Northeast,Two year,Credit card,No internet,4,35.07,140.28,5,0,
CUST-009471,2025-11-02,Midwest,Month-to-month,Electronic check,DSL,28,107.39,3006.92,2,0,
CUST-009472,2023-11-07,Midwest,One year,Bank transfer,DSL,29,115.3,3343.7,2,0,
CUST-009473,2024-02-14,West,One year,Bank transfer,No internet,31,73.33,2273.23,0,0,
CUST-009474,2025-08-06,West,Month-to-month,Bank transfer,DSL,2,43.21,86.42,1,0,
CUST-009475,2022-04-02,Midwest,Month-to-month,Credit card,DSL,14,79.06,1106.84,0,0,
CUST-009476,2025-12-12,South,Month-to-month,Bank transfer,No internet,4,127.09,508.36,2,0,
CUST-009477,2024-07-12,South,One year,Credit card,No internet,17,81.63,1387.71,1,0,
CUST-009478,2022-04-03,Midwest,Month-to-month,Credit card,DSL,10,102.43,1024.3,0,1,Price too high
CUST-009479,2024-03-31,South,One year,Credit card,DSL,14,60.02,840.28,0,0,
CUST-009480,2024-08-16,South,One year,Mailed check,Fiber optic,32,53.05,1697.6,2,0,
CUST-009481,2024-03-26,West,Month-to-month,Credit card,No internet,14,68.53,959.42,1,0,
CUST-009482,2025-11-08,Midwest,Two year,Credit card,No internet,16,37.84,605.44,0,0,
CUST-009483,2023-11-02,Northeast,Month-to-month,Electronic check,DSL,2,144.68,289.36,0,1,Price too high
CUST-009484,2023-10-11,West,Month-to-month,Bank transfer,DSL,17,73.31,1246.27,1,0,
CUST-009485,2022-10-31,West,Two year,Credit card,DSL,7,92.51,647.57,1,0,
CUST-009486,2023-07-10,Midwest,Month-to-month,Mailed check,DSL,28,60.48,1693.44,1,0,
CUST-009487,2024-02-02,Northeast,One year,Bank transfer,Fiber optic,27,42.79,1155.33,1,1,Competitor offered better deal
CUST-009488,2023-07-02,South,One year,Bank transfer,DSL,21,110.64,2323.44,3,1,Moving / relocation
CUST-009489,2022-04-28,Midwest,Two year,Credit card,Fiber optic,36,48.92,1761.12,1,0,
CUST-009490,2025-01-17,West,Month-to-month,Electronic check,DSL,6,78.38,470.28,2,0,
CUST-009491,2023-01-30,Northeast,Month-to-month,Mailed check,No internet,2,80.78,161.56,1,0,
CUST-009492,2024-09-05,South,Two year,Mailed check,Fiber optic,3,71.78,215.34,2,0,
CUST-009493,2025-11-24,Midwest,Month-to-month,Electronic check,No internet,12,54.54,654.48,2,0,
CUST-009494,2023-10-04,South,One year,Electronic check,DSL,32,66.83,2138.56,0,0,
CUST-009495,2022-02-23,South,Two year,Bank transfer,No internet,42,51.73,2172.66,2,0,
CUST-009496,2024-05-04,West,Month-to-month,Credit card,Fiber optic,43,90.83,3905.69,0,0,
CUST-009497,2022-03-14,Midwest,Two year,Credit card,Fiber optic,20,84.17,1683.4,0,0,
CUST-009498,2024-05-25,Northeast,Two year,Credit card,DSL,41,69.63,2854.83,1,0,
CUST-009499,2025-11-26,West,Two year,Credit card,DSL,30,58.45,1753.5,0,0,
CUST-009500,2023-03-03,South,Month-to-month,Electronic check,DSL,7,137.6,963.2,0,1,Moving / relocation
CUST-009501,2023-05-15,West,One year,Mailed check,DSL,12,46.22,554.64,1,0,
CUST-009502,2022-01-10,West,Two year,Electronic check,DSL,15,42.77,641.55,3,0,
CUST-009503,2023-01-09,South,Month-to-month,Bank transfer,No internet,18,68.29,1229.22,0,1,Price too high
CUST-009504,2022-01-06,Northeast,One year,Credit card,Fiber optic,39,64.55,2517.45,1,0,
CUST-009505,2024-02-25,Midwest,Month-to-month,Electronic check,Fiber optic,3,99.61,298.83,2,0,
CUST-009506,2023-10-19,South,Month-to-month,Bank transfer,DSL,16,86.21,1379.36,2,1,Poor customer service
CUST-009507,2024-06-16,South,Two year,Bank transfer,Fiber optic,15,70.77,1061.55,2,1,Poor customer service
CUST-009508,2024-09-29,Midwest,Two year,Electronic check,DSL,1,82.28,82.28,0,0,
CUST-009509,2022-02-25,South,Month-to-month,Credit card,DSL,44,81.8,3599.2,2,0,
CUST-009510,2025-09-09,Northeast,Month-to-month,Mailed check,Fiber optic,29,137.43,3985.47,1,0,
CUST-009511,2023-01-31,Midwest,One year,Mailed check,Fiber optic,16,76.03,1216.48,2,0,
CUST-009512,2025-05-11,Northeast,Month-to-month,Credit card,Fiber optic,22,56.38,1240.36,0,1,Poor customer service
CUST-009513,2025-09-28,Midwest,Two year,Electronic check,Fiber optic,35,74.7,2614.5,3,0,
CUST-009514,2023-05-21,Northeast,Two year,Mailed check,Fiber optic,30,30.33,909.9,2,0,
CUST-009515,2025-02-18,South,Month-to-month,Credit card,Fiber optic,3,69.38,208.14,2,1,Competitor offered better deal
CUST-009516,2024-02-28,West,Two year,Bank transfer,DSL,26,99.46,2585.96,0,0,
CUST-009517,2024-07-05,West,Month-to-month,Bank transfer,No internet,30,85.0,2550.0,1,1,Frequent service outages
CUST-009518,2023-10-19,Midwest,Month-to-month,Bank transfer,Fiber optic,4,77.13,308.52,2,0,
CUST-009519,2022-05-09,West,Two year,Electronic check,DSL,36,86.29,3106.44,3,1,Poor customer service
CUST-009520,2022-10-30,Northeast,Month-to-month,Electronic check,Fiber optic,12,99.79,1197.48,1,0,
CUST-009521,2022-11-18,South,Month-to-month,Credit card,Fiber optic,24,110.62,2654.88,2,0,
CUST-009522,2022-10-31,South,Two year,Electronic check,Fiber optic,37,80.9,2993.3,3,0,
CUST-009523,2024-10-03,Midwest,Month-to-month,Credit card,DSL,24,63.36,1520.64,1,1,Moving / relocation
CUST-009524,2025-05-15,Northeast,Month-to-month,Electronic check,Fiber optic,2,33.44,66.88,2,1,Competitor offered better deal
CUST-009525,2022-05-12,Midwest,One year,Credit card,No internet,1,95.87,95.87,0,0,
CUST-009526,2022-07-01,Northeast,One year,Credit card,DSL,36,82.67,2976.12,2,0,
CUST-009527,2023-08-04,West,One year,Electronic check,DSL,45,73.62,3312.9,3,0,
CUST-009528,2022-04-13,West,Month-to-month,Bank transfer,DSL,15,56.25,843.75,2,0,
CUST-009529,2025-10-04,Midwest,One year,Credit card,Fiber optic,12,95.47,1145.64,2,0,
CUST-009530,2023-02-08,West,Month-to-month,Bank transfer,DSL,22,64.57,1420.54,2,0,
CUST-009531,2025-01-06,West,One year,Credit card,Fiber optic,3,69.34,208.02,1,0,
CUST-009532,2023-12-16,Midwest,Month-to-month,Electronic check,DSL,20,68.86,1377.2,1,1,Moving / relocation
CUST-009533,2023-07-20,South,Two year,Credit card,Fiber optic,39,80.96,3157.44,6,0,
CUST-009534,2022-03-10,Midwest,Two year,Bank transfer,Fiber optic,13,48.54,631.02,1,0,
CUST-009535,2023-11-01,Northeast,One year,Mailed check,DSL,7,83.93,587.51,2,0,
CUST-009536,2023-05-13,South,Two year,Bank transfer,Fiber optic,32,55.66,1781.12,2,0,
CUST-009537,2022-11-07,Midwest,Month-to-month,Mailed check,Fiber optic,20,56.29,1125.8,2,0,
CUST-009538,2025-04-27,West,Month-to-month,Bank transfer,No internet,16,93.06,1488.96,2,1,Price too high
CUST-009539,2022-02-06,West,Month-to-month,Electronic check,Fiber optic,20,50.99,1019.8,1,0,
CUST-009540,2023-06-25,Northeast,Month-to-month,Credit card,Fiber optic,5,93.01,465.05,2,1,Price too high
CUST-009541,2022-02-17,Northeast,Month-to-month,Mailed check,Fiber optic,4,72.42,289.68,3,1,Price too high
CUST-009542,2024-05-17,Midwest,One year,Bank transfer,DSL,18,41.37,744.66,2,0,
CUST-009543,2024-04-18,South,One year,Credit card,DSL,19,108.49,2061.31,4,1,Competitor offered better deal
CUST-009544,2025-11-05,Midwest,Two year,Credit card,No internet,29,77.42,2245.18,1,0,
CUST-009545,2022-05-26,South,Month-to-month,Credit card,DSL,4,79.53,318.12,3,0,
CUST-009546,2024-10-24,South,Month-to-month,Electronic check,Fiber optic,1,96.77,96.77,4,1,Poor customer service
CUST-009547,2025-04-07,Northeast,Month-to-month,Credit card,No internet,2,113.27,226.54,2,1,Moving / relocation
CUST-009548,2024-09-21,South,One year,Electronic check,DSL,27,74.76,2018.52,0,0,
CUST-009549,2025-10-19,Midwest,Month-to-month,Mailed check,No internet,22,85.42,1879.24,1,1,Frequent service outages
CUST-009550,2025-11-20,South,Month-to-month,Credit card,Fiber optic,1,78.95,78.95,2,1,Moving / relocation
CUST-009551,2022-04-19,West,One year,Electronic check,DSL,10,62.82,628.2,5,1,Frequent service outages
CUST-009552,2022-05-17,Northeast,Month-to-month,Electronic check,Fiber optic,6,42.24,253.44,2,1,Price too high
CUST-009553,2022-10-07,South,Month-to-month,Bank transfer,DSL,20,75.1,1502.0,2,0,
CUST-009554,2025-09-30,West,Month-to-month,Bank transfer,No internet,6,108.99,653.94,0,1,Competitor offered better deal
CUST-009555,2022-10-18,Northeast,Month-to-month,Mailed check,DSL,12,84.49,1013.88,1,1,Competitor offered better deal
CUST-009556,2022-08-11,South,Month-to-month,Credit card,DSL,6,49.82,298.92,1,0,
CUST-009557,2024-01-29,Midwest,One year,Credit card,Fiber optic,40,99.6,3984.0,0,0,
CUST-009558,2022-02-21,South,One year,Credit card,Fiber optic,20,63.5,1270.0,1,0,
CUST-009559,2024-12-04,South,One year,Electronic check,No internet,16,35.89,574.24,2,1,Frequent service outages
CUST-009560,2023-11-11,West,One year,Bank transfer,Fiber optic,40,97.1,3884.0,2,0,
CUST-009561,2025-12-26,West,Two year,Credit card,Fiber optic,20,51.8,1036.0,2,0,
CUST-009562,2025-07-16,West,One year,Electronic check,Fiber optic,9,123.94,1115.46,1,0,
CUST-009563,2024-01-13,West,Month-to-month,Bank transfer,DSL,37,101.22,3745.14,4,0,
CUST-009564,2023-04-03,Northeast,Two year,Electronic check,DSL,25,65.18,1629.5,1,0,
CUST-009565,2022-02-21,South,One year,Electronic check,Fiber optic,18,81.21,1461.78,1,0,
CUST-009566,2022-05-13,South,One year,Electronic check,DSL,32,150.0,4800.0,3,0,
CUST-009567,2022-04-24,Northeast,Month-to-month,Bank transfer,DSL,16,96.54,1544.64,1,1,Competitor offered better deal
CUST-009568,2022-01-28,Midwest,Two year,Bank transfer,DSL,11,75.66,832.26,1,0,
CUST-009569,2023-12-13,Midwest,Month-to-month,Electronic check,Fiber optic,6,150.0,900.0,0,1,Price too high
CUST-009570,2023-07-26,South,One year,Bank transfer,Fiber optic,25,72.79,1819.75,1,0,
CUST-009571,2022-06-13,South,One year,Electronic check,Fiber optic,3,84.45,253.35,2,1,Poor customer service
CUST-009572,2025-12-09,West,Two year,Electronic check,Fiber optic,31,51.96,1610.76,0,0,
CUST-009573,2025-09-02,Northeast,One year,Credit card,Fiber optic,12,41.02,492.24,1,0,
CUST-009574,2024-09-17,South,Month-to-month,Mailed check,No internet,11,63.94,703.34,1,0,
CUST-009575,2025-08-02,Northeast,One year,Credit card,No internet,29,70.97,2058.13,2,0,
CUST-009576,2024-01-13,West,Two year,Mailed check,Fiber optic,19,77.9,1480.1,3,0,
CUST-009577,2023-08-19,Midwest,One year,Electronic check,DSL,19,44.51,845.69,1,0,
CUST-009578,2022-10-27,Midwest,Two year,Credit card,Fiber optic,10,86.61,866.1,0,1,Price too high
CUST-009579,2024-07-25,Midwest,Month-to-month,Electronic check,Fiber optic,10,53.75,537.5,0,0,
CUST-009580,2025-10-20,Northeast,Two year,Mailed check,DSL,44,85.18,3747.92,2,0,
CUST-009581,2025-10-18,Midwest,One year,Bank transfer,Fiber optic,30,94.55,2836.5,3,1,Poor customer service
CUST-009582,2022-03-03,Midwest,Month-to-month,Bank transfer,Fiber optic,12,61.77,741.24,3,1,Frequent service outages
CUST-009583,2022-01-08,Northeast,Two year,Credit card,Fiber optic,41,51.5,2111.5,2,1,Poor customer service
CUST-009584,2022-02-20,South,Month-to-month,Credit card,DSL,2,114.89,229.78,0,0,
CUST-009585,2022-08-28,Northeast,One year,Electronic check,DSL,14,92.7,1297.8,2,0,
CUST-009586,2023-03-13,South,Month-to-month,Electronic check,Fiber optic,2,73.6,147.2,1,0,
CUST-009587,2024-03-09,Northeast,Two year,Bank transfer,Fiber optic,41,112.16,4598.56,0,0,
CUST-009588,2023-10-27,Midwest,Month-to-month,Electronic check,Fiber optic,3,72.0,216.0,1,0,
CUST-009589,2024-10-07,West,Month-to-month,Bank transfer,Fiber optic,27,57.48,1551.96,1,1,Price too high
CUST-009590,2025-07-23,West,One year,Mailed check,Fiber optic,10,50.88,508.8,1,0,
CUST-009591,2022-04-02,Midwest,Two year,Credit card,DSL,11,67.73,745.03,2,1,Moving / relocation
CUST-009592,2024-11-06,South,Two year,Credit card,DSL,14,89.74,1256.36,1,0,
CUST-009593,2024-06-13,South,One year,Electronic check,DSL,39,109.37,4265.43,0,0,
CUST-009594,2023-08-01,Midwest,Month-to-month,Electronic check,Fiber optic,1,70.63,70.63,1,0,
CUST-009595,2024-10-13,Midwest,Month-to-month,Credit card,DSL,8,103.36,826.88,2,0,
CUST-009596,2024-08-08,South,Month-to-month,Electronic check,DSL,14,65.46,916.44,0,0,
CUST-009597,2023-02-13,Midwest,Month-to-month,Electronic check,Fiber optic,46,54.59,2511.14,2,0,
CUST-009598,2024-11-24,South,Month-to-month,Electronic check,Fiber optic,3,46.15,138.45,2,1,Price too high
CUST-009599,2023-08-12,Midwest,Month-to-month,Mailed check,No internet,9,59.62,536.58,2,1,Price too high
CUST-009600,2022-10-01,South,Month-to-month,Electronic check,DSL,20,46.71,934.2,1,0,
CUST-009601,2025-12-08,West,Month-to-month,Mailed check,DSL,16,133.36,2133.76,2,1,Price too high
CUST-009602,2023-05-10,Northeast,One year,Electronic check,DSL,3,80.69,242.07,2,1,Moving / relocation
CUST-009603,2024-03-06,South,Month-to-month,Credit card,Fiber optic,12,67.99,815.88,1,0,
CUST-009604,2022-12-19,Northeast,Two year,Electronic check,Fiber optic,16,121.64,1946.24,0,0,
CUST-009605,2024-03-01,Northeast,Two year,Credit card,DSL,9,46.21,415.89,1,0,
CUST-009606,2025-04-27,Midwest,Month-to-month,Bank transfer,DSL,4,67.1,268.4,2,0,
CUST-009607,2023-03-27,Northeast,Month-to-month,Bank transfer,Fiber optic,3,132.94,398.82,0,1,Price too high
CUST-009608,2025-07-20,West,One year,Credit card,Fiber optic,34,66.95,2276.3,1,0,
CUST-009609,2023-11-14,South,Month-to-month,Mailed check,No internet,13,150.0,1950.0,2,0,
CUST-009610,2025-07-31,South,One year,Electronic check,DSL,11,90.14,991.54,1,0,
CUST-009611,2022-05-06,Northeast,One year,Bank transfer,Fiber optic,10,106.47,1064.7,2,1,Poor customer service
CUST-009612,2024-05-15,West,One year,Electronic check,Fiber optic,42,107.47,4513.74,1,0,
CUST-009613,2025-01-11,Midwest,One year,Electronic check,DSL,6,70.14,420.84,1,0,
CUST-009614,2023-06-04,Midwest,Two year,Credit card,Fiber optic,30,59.97,1799.1,1,0,
CUST-009615,2024-06-19,West,Month-to-month,Credit card,Fiber optic,10,67.56,675.6,2,0,
CUST-009616,2024-01-13,South,Month-to-month,Bank transfer,No internet,3,51.12,153.36,2,1,Frequent service outages
CUST-009617,2023-09-14,South,One year,Bank transfer,DSL,2,68.64,137.28,3,1,Competitor offered better deal
